company_name,high,low,last_price,prev_close,change,percent_gain
Brightcom Group,17.25,17.05,17.05,16.80,0.25,1.49
Solar Ind,"6,223.80","6,153.40","6,195.00","6,104.55",90.45,1.48
Rail Vikas,159.05,157.55,158.50,156.20,2.3,1.47
Vodafone Idea,13.95,13.80,13.90,13.70,0.2,1.46
Nuvoco Vistas,352.85,346.85,348.45,343.50,4.95,1.44
Tata Inv Corp,"3,268.50","3,215.25","3,240.95","3,194.95",46,1.44
IRB Infra,35.65,35.25,35.40,34.90,0.5,1.43
IRB Infra,35.65,35.25,35.40,34.90,0.5,1.43
Apar Ind,"5,308.00","5,132.10","5,180.00","5,107.60",72.4,1.42
Sundaram Fin,"3,242.00","3,184.95","3,228.95","3,183.80",45.15,1.42
Manappuram Fin,138.20,136.10,137.95,136.05,1.9,1.4
Rattanindia Ent,62.45,60.75,61.90,61.05,0.85,1.39
Star Health,554.00,547.50,552.10,544.55,7.55,1.39
Trident,37.00,36.50,36.70,36.20,0.5,1.38
Mahindra Logist,367.20,361.75,364.05,359.10,4.95,1.38
Narayana Hruda,"1,095.00","1,084.15","1,087.05","1,072.35",14.7,1.37
Prince Pipes,735.00,717.00,722.20,712.45,9.75,1.37
Adani Total Gas,549.50,544.65,546.85,539.50,7.35,1.36
Linde India,"6,140.00","6,072.90","6,125.00","6,043.15",81.85,1.35
Jyothy Labs,423.00,416.75,419.65,414.05,5.6,1.35
Westlife Food,833.70,821.15,829.35,818.40,10.95,1.34
Guj Alkali,735.45,724.00,733.75,724.05,9.7,1.34
Cera Sanitary,"8,750.95","8,621.30","8,722.00","8,607.10",114.9,1.33
Delta Corp,142.40,141.50,141.95,140.10,1.85,1.32
Suzlon Energy,38.75,38.10,38.40,37.90,0.5,1.32
HLE Glascoat,523.90,518.00,520.00,513.25,6.75,1.32
HLE Glascoat,523.90,518.00,520.00,513.25,6.75,1.32
INDUS TOWERS,186.50,184.45,185.80,183.40,2.4,1.31
Ceat,"2,149.90","2,120.50","2,134.65","2,107.10",27.55,1.31
Infosys,"1,388.00","1,380.05","1,386.85","1,368.85",18,1.31
Aarti Ind,524.50,516.00,517.75,511.15,6.6,1.29
NBCC (India),66.75,66.20,66.60,65.75,0.85,1.29
Sterlite Techno,141.70,140.20,141.65,139.85,1.8,1.29
GSFC,183.95,182.50,183.25,180.95,2.3,1.27
Nippon,404.70,400.50,402.50,397.45,5.05,1.27
Supreme Ind,"4,339.95","4,261.30","4,302.00","4,247.95",54.05,1.27
Adani Wilmar,298.60,294.00,297.10,293.40,3.7,1.26
Blue Star,980.00,960.55,961.95,950.00,11.95,1.26
Vedant Fashions,"1,357.90","1,342.05","1,349.45","1,332.70",16.75,1.26
CRISIL,"4,199.00","4,130.70","4,151.00","4,099.85",51.15,1.25
Home First,950.00,919.10,942.50,930.85,11.65,1.25
Avanti Feeds,401.80,397.05,400.70,395.85,4.85,1.23
EIH,234.95,233.05,233.70,230.85,2.85,1.23
Chola Fin Hold,"1,155.70","1,123.00","1,153.00","1,139.00",14,1.23
UCO Bank,37.70,37.35,37.45,37.00,0.45,1.22
Can Fin Homes,759.00,751.20,757.40,748.35,9.05,1.21
Adani Green Ene,952.75,941.05,950.00,938.70,11.3,1.2
IDFC,118.80,117.85,118.45,117.05,1.4,1.2
Hitachi Energy,"4,443.50","4,392.90","4,424.90","4,372.85",52.05,1.19
SJVN,77.30,76.20,76.70,75.80,0.9,1.19
Sona BLW,574.00,568.05,571.95,565.25,6.7,1.19
Ashok Leyland,176.35,175.00,175.85,173.80,2.05,1.18
Schaeffler Ind,"2,810.00","2,781.00","2,781.00","2,748.45",32.55,1.18
HUDCO,82.00,80.85,81.25,80.30,0.95,1.18
Zee Entertain,253.50,249.35,251.90,248.95,2.95,1.18
Century,"1,191.00","1,182.10","1,185.00","1,171.35",13.65,1.17
Bata India,"1,593.90","1,560.75","1,580.55","1,562.65",17.9,1.15
Devyani Int,185.75,184.40,184.85,182.75,2.1,1.15
GlaxoSmithKline,"1,492.60","1,479.00","1,488.75","1,471.80",16.95,1.15
Indian Bank,421.90,419.25,420.85,416.05,4.8,1.15
NALCO,92.60,92.00,92.35,91.30,1.05,1.15
Birla Corp,"1,305.25","1,280.10","1,287.00","1,272.55",14.45,1.14
Hikal,281.75,278.50,279.55,276.40,3.15,1.14
Adani Energy,774.10,765.05,769.05,760.45,8.6,1.13
Aarti Drugs,488.25,482.45,486.85,481.45,5.4,1.12
Phoenix Mills,"2,067.90","2,038.00","2,052.90","2,030.25",22.65,1.12
Tejas Networks,854.90,849.80,852.90,843.45,9.45,1.12
KNR Construct,268.50,265.80,267.60,264.65,2.95,1.11
Uflex,438.70,433.00,436.80,432.05,4.75,1.1
Krishna Inst.,"1,905.00","1,885.00","1,888.95","1,868.60",20.35,1.09
Birlasoft,591.55,586.00,589.75,583.40,6.35,1.09
TVS Motor,"1,654.95","1,635.00","1,649.50","1,631.95",17.55,1.08
Jubilant Pharmo,414.00,408.10,411.00,406.65,4.35,1.07
Sapphire Foods,"1,329.50","1,304.85","1,314.20","1,300.40",13.8,1.06
City Union Bank,144.30,143.10,143.75,142.25,1.5,1.05
IDFC First Bank,86.70,86.00,86.25,85.35,0.9,1.05
Exide Ind,272.00,270.00,270.95,268.15,2.8,1.04
Laxmi Organic,277.45,274.00,275.65,272.80,2.85,1.04
REC,330.00,326.50,329.10,325.70,3.4,1.04
Eicher Motors,"3,611.55","3,570.00","3,577.05","3,540.75",36.3,1.03
Sobha,839.90,830.00,831.70,823.20,8.5,1.03
Bank of India,104.55,103.65,104.05,103.00,1.05,1.02
PI Industries,"3,734.30","3,705.00","3,725.00","3,687.35",37.65,1.02
Alkyl Amines,"2,155.00","2,127.50","2,149.00","2,127.50",21.5,1.01
IRFC,75.40,74.65,74.85,74.10,0.75,1.01
V-Guard Ind,291.55,288.80,290.90,288.00,2.9,1.01
Oil India,311.40,307.00,308.80,305.75,3.05,1
Sunteck Realty,453.05,446.00,452.20,447.75,4.45,0.99
Rainbow Child,"1,029.00","1,023.05","1,028.00","1,017.90",10.1,0.99
Sundram,"1,288.85","1,271.95","1,278.40","1,265.85",12.55,0.99
CCL Products,634.75,630.00,631.70,625.60,6.1,0.98
Cyient,"1,680.00","1,665.00","1,677.00","1,660.70",16.3,0.98
AU Small Financ,715.75,703.45,706.00,699.25,6.75,0.97
Guj State Petro,277.65,275.60,277.05,274.40,2.65,0.97
TataTeleservice,89.00,88.55,88.85,88.00,0.85,0.97
Welspun India,150.75,149.60,150.30,148.85,1.45,0.97
Poonawalla Fin,395.40,392.00,393.85,390.10,3.75,0.96
Orient Electric,220.00,217.80,219.85,217.75,2.1,0.96
IDBI Bank,63.90,63.65,63.85,63.25,0.6,0.95
Aditya Birla F,219.20,217.25,218.65,216.60,2.05,0.95
Godrej Prop,"1,841.85","1,825.20","1,834.65","1,817.65",17,0.94
Cochin Shipyard,"1,064.00","1,056.00","1,058.50","1,048.70",9.8,0.93
SKF India,"4,750.00","4,650.00","4,658.95","4,615.90",43.05,0.93
Godfrey Phillip,"2,108.90","2,095.00","2,098.50","2,079.35",19.15,0.92
L&T Finance,142.70,141.65,142.10,140.80,1.3,0.92
HEG,"1,584.00","1,577.00","1,581.00","1,566.75",14.25,0.91
Nazara,830.00,824.00,827.60,820.15,7.45,0.91
TeamLease Ser.,"2,512.95","2,475.00","2,480.00","2,457.60",22.4,0.91
Eris Life,920.95,909.10,916.55,908.50,8.05,0.89
IGL,398.75,396.05,397.65,394.15,3.5,0.89
Piramal Enter,963.00,951.40,954.15,945.75,8.4,0.89
Bharat Dynamics,"1,069.00","1,060.00","1,062.50","1,053.20",9.3,0.88
Gujarat Fluoro,"2,810.40","2,780.00","2,799.60","2,775.05",24.55,0.88
Sharda Crop,420.00,415.40,419.00,415.35,3.65,0.88
Zydus Wellness,"1,553.95","1,536.15","1,545.00","1,531.75",13.25,0.87
Grindwell Norto,"2,098.00","2,071.65","2,084.00","2,066.10",17.9,0.87
SBI Card,762.00,755.75,760.00,753.45,6.55,0.87
Thermax,"2,969.95","2,899.65","2,920.00","2,894.75",25.25,0.87
CIEINDIA,478.45,472.45,474.30,470.25,4.05,0.86
TTK Prestige,815.00,799.00,804.80,797.95,6.85,0.86
Balaji Amines,"2,054.95","2,033.20","2,042.20","2,025.00",17.2,0.85
Craftsman,"4,980.00","4,913.40","4,929.60","4,888.05",41.55,0.85
Keystone Real,559.95,549.25,553.90,549.25,4.65,0.85
Dalmia Bharat,"2,124.00","2,101.00","2,107.25","2,089.50",17.75,0.85
UTI AMC,792.00,782.05,786.65,780.00,6.65,0.85
DLF,611.45,606.75,611.15,606.05,5.1,0.84
NTPC,246.35,243.00,244.80,242.75,2.05,0.84
Tata Elxsi,"8,171.00","8,077.00","8,122.95","8,055.05",67.9,0.84
Wipro,383.40,381.45,382.50,379.30,3.2,0.84
ACC,"1,847.95","1,832.00","1,840.50","1,825.30",15.2,0.83
Graphite India,470.00,466.00,468.20,464.35,3.85,0.83
Raymond,"1,921.90","1,900.00","1,904.95","1,889.30",15.65,0.83
Yes Bank,18.60,18.35,18.45,18.30,0.15,0.82
Interglobe Avi,"2,549.00","2,504.20","2,521.95","2,501.75",20.2,0.81
Central Bank,44.30,44.00,44.25,43.90,0.35,0.8
India Cements,214.55,213.15,214.25,212.55,1.7,0.8
Medplus Health,816.70,809.60,813.05,806.60,6.45,0.8
NOCIL,228.90,227.00,227.20,225.40,1.8,0.8
Torrent Power,790.00,776.00,783.90,777.65,6.25,0.8
Clean Science,"1,386.00","1,371.80","1,381.80","1,371.00",10.8,0.79
Jubilant Ing.,418.00,409.35,414.15,410.90,3.25,0.79
UNO Minda,639.90,633.80,637.75,632.75,5,0.79
Tata Steel,121.60,120.65,121.00,120.05,0.95,0.79
Tata Steel,121.60,120.65,121.00,120.05,0.95,0.79
GMR Airports,59.40,57.75,58.10,57.65,0.45,0.78
Hindustan Aeron,"2,092.00","2,045.00","2,075.00","2,058.90",16.1,0.78
Hindustan Aeron,"2,092.00","2,045.00","2,075.00","2,058.90",16.1,0.78
Indiamart Inter,"2,639.70","2,620.00","2,622.05","2,601.75",20.3,0.78
Oracle Fin Serv,"4,075.05","4,018.00","4,049.95","4,019.15",30.8,0.77
AIA Engineering,"3,607.70","3,565.00","3,586.65","3,559.50",27.15,0.76
CreditAccess Gr,"1,728.50","1,707.80","1,712.55","1,699.70",12.85,0.76
DCM Shriram,893.20,883.80,890.50,883.80,6.7,0.76
HFCL,66.25,66.00,66.20,65.70,0.5,0.76
Praj Industries,575.00,565.10,571.20,566.90,4.3,0.76
Rallis India,220.80,217.60,219.25,217.60,1.65,0.76
Hind Zinc,305.80,303.20,304.05,301.80,2.25,0.75
Infibeam Avenue,20.45,19.80,20.15,20.00,0.15,0.75
Container Corp,744.00,735.15,742.30,736.85,5.45,0.74
Adani Enterpris,"2,226.00","2,219.70","2,221.15","2,205.10",16.05,0.73
Just Dial,713.95,706.55,711.60,706.45,5.15,0.73
KPIL,635.95,631.55,634.85,630.25,4.6,0.73
Macrotech Dev,864.55,856.00,860.30,854.10,6.2,0.73
Titan Company,"3,320.00","3,265.00","3,280.00","3,256.35",23.65,0.73
VIP Industries,611.90,606.00,608.00,603.60,4.4,0.73
Vardhman Text,369.30,365.00,369.30,366.65,2.65,0.72
Union Bank,105.40,104.70,104.75,104.00,0.75,0.72
Larsen,"3,060.00","3,044.00","3,054.75","3,033.25",21.5,0.71
Mazagon Dock,"2,003.40","1,991.65","1,997.75","1,983.65",14.1,0.71
PB Fintech,757.10,747.60,751.85,746.55,5.3,0.71
TCS,"3,359.00","3,345.00","3,357.00","3,333.45",23.55,0.71
Divis Labs,"3,524.75","3,495.10","3,517.60","3,493.20",24.4,0.7
Shree Renuka,50.85,50.50,50.65,50.30,0.35,0.7
Emami,518.90,515.05,516.60,513.05,3.55,0.69
J. K. Cement,"3,553.80","3,482.70","3,487.35","3,463.50",23.85,0.69
PNB Housing Fin,753.00,744.35,748.70,743.60,5.1,0.69
Asian Paints,"3,100.00","3,090.00","3,097.50","3,076.45",21.05,0.68
Chambal Fert,312.70,309.00,309.90,307.80,2.1,0.68
Ambuja Cements,422.20,420.00,420.95,418.10,2.85,0.68
GAIL,126.75,125.75,126.45,125.60,0.85,0.68
NHPC,52.15,51.70,51.95,51.60,0.35,0.68
Tata Power,253.90,252.40,253.10,251.40,1.7,0.68
Chalet Hotels,593.95,582.00,588.20,584.30,3.9,0.67
CHEMPLAST SANMA,454.40,442.10,450.30,447.30,3,0.67
Garware Technic,"3,153.70","3,123.20","3,142.00","3,121.20",20.8,0.67
Shriram Finance,"1,967.75","1,957.10","1,965.00","1,952.20",12.8,0.66
Bharat Elec,140.30,139.30,139.70,138.80,0.9,0.65
CSB Bank,350.25,348.05,350.15,347.90,2.25,0.65
Chola Invest.,"1,160.00","1,149.00","1,155.70","1,148.25",7.45,0.65
Granules India,371.00,367.10,368.95,366.55,2.4,0.65
HDFC Bank,"1,502.00","1,496.15","1,501.25","1,491.50",9.75,0.65
ICICI Lombard ,"1,361.95","1,349.05","1,361.05","1,352.25",8.8,0.65
IRCTC,678.85,676.00,676.80,672.45,4.35,0.65
Oberoi Realty,"1,269.20","1,257.90","1,264.85","1,256.65",8.2,0.65
Bandhan Bank,220.00,218.80,219.15,217.75,1.4,0.64
Dr Lal PathLab,"2,714.00","2,690.00","2,694.15","2,676.90",17.25,0.64
Muthoot Finance,"1,295.00","1,260.00","1,281.45","1,273.25",8.2,0.64
TML - D,448.30,445.40,446.30,443.45,2.85,0.64
TML - D,448.30,445.40,446.30,443.45,2.85,0.64
Varroc Engineer,475.80,471.10,472.70,469.70,3,0.64
Zydus Life,624.80,619.85,623.80,619.90,3.9,0.63
Jamna Auto,112.60,112.00,112.30,111.60,0.7,0.63
Sun TV Network,654.25,640.00,651.00,646.90,4.1,0.63
CESC,89.95,89.30,89.60,89.05,0.55,0.62
CG Consumer,285.05,281.70,284.00,282.25,1.75,0.62
Nestle,"24,348.00","24,141.00","24,284.00","24,137.20",146.8,0.61
Reliance,"2,330.00","2,322.50","2,329.05","2,314.90",14.15,0.61
TCI Express,"1,356.60","1,342.00","1,348.00","1,339.80",8.2,0.61
Epigral,920.00,910.00,912.15,906.70,5.45,0.6
Adani Ports,816.70,813.00,813.40,808.60,4.8,0.59
ONGC,198.80,196.50,197.05,195.90,1.15,0.59
Brigade Ent,715.30,703.30,705.00,700.90,4.1,0.58
Five-Star Busin,801.00,790.25,793.80,789.20,4.6,0.58
TV18 Broadcast,43.25,42.95,43.10,42.85,0.25,0.58
SBI Life Insura,"1,370.50","1,353.10","1,363.20","1,355.40",7.8,0.58
Torrent Pharma,"2,076.75","2,060.05","2,070.20","2,058.20",12,0.58
JK Paper,383.00,378.00,379.55,377.40,2.15,0.57
Gland,"1,646.35","1,635.00","1,636.25","1,627.05",9.2,0.57
IEX,132.90,132.00,132.20,131.45,0.75,0.57
L&T Technology,"4,319.90","4,282.30","4,299.50","4,275.05",24.45,0.57
TCNS Clothing C,363.80,359.10,360.90,358.85,2.05,0.57
Aegis Logistics,313.50,311.05,312.25,310.50,1.75,0.56
ITC,439.20,438.00,439.00,436.55,2.45,0.56
KEC Intl,583.70,578.00,580.00,576.75,3.25,0.56
Laurus Labs,372.95,368.95,371.00,368.95,2.05,0.56
TATA Cons. Prod,922.00,916.05,917.80,912.70,5.1,0.56
Castrol,138.50,135.50,137.40,136.65,0.75,0.55
Shoppers Stop,664.70,657.25,659.75,656.15,3.6,0.55
AB Capital,176.75,173.95,176.00,175.05,0.95,0.54
Honeywell Autom,"37,697.80","37,345.00","37,545.00","37,341.75",203.25,0.54
P and G,"18,162.90","17,850.10","17,905.10","17,810.70",94.4,0.53
Bajaj Auto,"5,437.25","5,358.60","5,420.20","5,392.05",28.15,0.52
Balkrishna Ind,"2,592.15","2,557.00","2,580.00","2,566.55",13.45,0.52
Cipla,"1,248.90","1,243.00","1,246.50","1,240.10",6.4,0.52
Max Healthcare,599.95,595.05,596.00,592.90,3.1,0.52
Pfizer,"3,922.00","3,897.55","3,910.00","3,889.70",20.3,0.52
Siemens,"3,429.90","3,410.00","3,425.05","3,407.35",17.7,0.52
Transport Corp,911.40,895.20,897.30,892.65,4.65,0.52
Astral Ltd,"1,905.60","1,895.00","1,901.00","1,891.35",9.65,0.51
Bayer CropScien,"5,495.00","5,436.00","5,461.55","5,433.70",27.85,0.51
IOC,98.90,98.05,98.55,98.05,0.5,0.51
Apollo Tyres,423.20,417.20,420.80,418.70,2.1,0.5
Kalyan Jeweller,343.20,339.00,340.20,338.50,1.7,0.5
Havells India,"1,267.95","1,256.40","1,263.60","1,257.40",6.2,0.49
M&M,"1,540.00","1,529.00","1,531.50","1,524.10",7.4,0.49
Maruti Suzuki,"10,495.00","10,415.15","10,440.00","10,388.80",51.2,0.49
Petronet LNG,196.65,195.30,195.65,194.70,0.95,0.49
LIC Housing Fin,456.00,453.10,454.10,451.95,2.15,0.48
Pidilite Ind,"2,454.00","2,438.25","2,444.00","2,432.35",11.65,0.48
Poly Medicure,"1,453.15","1,434.95","1,447.05","1,440.20",6.85,0.48
Tech Mahindra,"1,147.15","1,142.00","1,143.65","1,138.15",5.5,0.48
Bharat Forge,"1,050.00","1,041.20","1,045.40","1,040.50",4.9,0.47
Endurance Techn,"1,656.40","1,639.00","1,643.10","1,635.45",7.65,0.47
HDFC AMC,"2,797.00","2,780.00","2,783.00","2,769.85",13.15,0.47
HINDPETRO,305.35,300.50,300.95,299.55,1.4,0.47
Syngene Intl,722.30,713.50,719.95,716.55,3.4,0.47
V-Mart Retail,"1,700.00","1,683.05","1,689.95","1,682.00",7.95,0.47
Dr Reddys Labs,"5,457.70","5,435.00","5,449.85","5,424.90",24.95,0.46
Sanofi India,"7,822.30","7,760.90","7,790.00","7,754.35",35.65,0.46
Mastek,"2,262.40","2,240.00","2,246.75","2,236.55",10.2,0.46
Capri Global,766.00,761.85,765.55,762.15,3.4,0.45
Tata Motors,657.95,653.15,653.95,651.05,2.9,0.45
Tata Motors,657.95,653.15,653.95,651.05,2.9,0.45
Firstsource Sol,160.00,158.40,158.70,158.00,0.7,0.44
Timken,"2,995.00","2,940.85","2,964.00","2,951.00",13,0.44
Angel One,"2,750.00","2,725.00","2,732.00","2,720.35",11.65,0.43
Carborundum,"1,078.50","1,060.30","1,077.00","1,072.35",4.65,0.43
Finolex Cables,945.40,933.65,937.95,933.90,4.05,0.43
Marico,524.90,521.25,523.50,521.25,2.25,0.43
One 97 Paytm,905.00,895.05,898.00,894.15,3.85,0.43
SUMITOMO,388.00,382.45,383.95,382.30,1.65,0.43
Vaibhav Global,427.90,423.15,423.90,422.10,1.8,0.43
Abbott India,"23,881.35","23,725.00","23,804.35","23,705.65",98.7,0.42
KSB Pumps,"3,064.00","3,038.10","3,053.70","3,041.00",12.7,0.42
Triveni Turbine,408.80,398.15,404.95,403.25,1.7,0.42
Bharti Airtel,940.00,933.00,939.35,935.50,3.85,0.41
Hero Motocorp,"3,140.00","3,117.00","3,118.00","3,105.20",12.8,0.41
HCL Tech,"1,265.45","1,256.35","1,260.50","1,255.45",5.05,0.4
ICICI Bank,943.20,939.60,942.40,938.60,3.8,0.4
NLC India,151.40,150.15,150.75,150.15,0.6,0.4
SBI,584.75,580.50,581.80,579.50,2.3,0.4
Godrej Consumer,996.90,987.30,988.10,984.30,3.8,0.39
Varun Beverages,"1,023.00","1,011.25","1,013.00","1,009.05",3.95,0.39
Varun Beverages,"1,023.00","1,011.25","1,013.00","1,009.05",3.95,0.39
Bank of Baroda,196.45,195.30,195.60,194.85,0.75,0.38
Indian Hotels,413.50,410.10,411.00,409.45,1.55,0.38
Kotak Mahindra,"1,753.00","1,747.00","1,752.00","1,745.45",6.55,0.38
KPR Mill,779.30,769.95,774.25,771.30,2.95,0.38
Ramco Cements,997.80,987.10,989.95,986.20,3.75,0.38
Tanla Platforms,957.85,949.05,950.00,946.40,3.6,0.38
Cummins,"1,776.00","1,768.45","1,775.00","1,768.45",6.55,0.37
Gujarat Gas,421.00,417.90,419.10,417.55,1.55,0.37
Berger Paints,584.70,579.00,580.50,578.40,2.1,0.36
Canara Bank,390.90,387.75,388.80,387.40,1.4,0.36
Hindalco,486.00,482.50,483.05,481.30,1.75,0.36
JB Chemicals,"1,521.00","1,503.00","1,507.80","1,502.45",5.35,0.36
JB Chemicals,"1,521.00","1,503.00","1,507.80","1,502.45",5.35,0.36
JSW Steel,761.00,753.00,757.50,754.75,2.75,0.36
Polycab,"5,180.00","5,150.25","5,154.50","5,135.80",18.7,0.36
Atul,"6,683.60","6,653.05","6,674.60","6,651.30",23.3,0.35
Aster DM Health,345.75,339.00,340.55,339.35,1.2,0.35
