company_name,high,low,last_price,prev_close,change,percent_gain
United Brewerie,"1,944.00","1,918.00","1,929.60","1,927.20",2.4,0.12
EID Parry,"1,246.10","1,167.50","1,196.60","1,195.50",1.1,0.09
Siemens,"3,114.00","3,057.00","3,083.90","3,081.00",2.9,0.09
Reliance,"1,395.90","1,383.30","1,392.80","1,391.70",1.1,0.08
Shriram Finance,639.80,622.40,630.60,630.10,0.5,0.08
Shriram Finance,639.80,622.40,630.60,630.10,0.5,0.08
LIC India,902.00,888.00,892.75,892.25,0.5,0.06
SKF India,"4,845.00","4,765.60","4,794.20","4,791.90",2.3,0.05
Campus Active,268.40,261.50,265.10,265.00,0.1,0.04
CG Power ,685.50,673.65,680.55,680.25,0.3,0.04
HUL,"2,563.10","2,526.60","2,535.60","2,534.70",0.9,0.04
Axis Bank,"1,077.70","1,065.60","1,071.00","1,070.80",0.2,0.02
